Latitude,Longitude,Total Alkalinity,Electrical Conductance,Dissolved Reactive Phosphorus,aod550,duaod550,ssaod550,suaod550,bcaod550,omaod550,tcno2,tcso2,gtco3,tcco,aod550_lag1,duaod550_lag1,ssaod550_lag1,suaod550_lag1,bcaod550_lag1,omaod550_lag1,tcno2_lag1,tcso2_lag1,gtco3_lag1,tcco_lag1,aod550_anom,duaod550_anom,ssaod550_anom,suaod550_anom,bcaod550_anom,omaod550_anom,tcno2_anom,tcso2_anom,gtco3_anom,tcco_anom
-25.45963889,28.26430556,123.887,651,10,0.24102885,0.001745604,0.003079505,0.13731155,0.006482846,0.09240941,5.14809e-06,8.674434e-06,0.005663612,0.000679568,0.13840948,0.002009627,0.002208748,0.08620611,0.003693795,0.044291213,4.2654938e-06,6.2241425e-06,0.005670188,0.000721715,0.035255224,0.000398278,0.001163796,0.027428724,0.000307561,0.005956926,1.5686555e-07,5.1765073e-07,2.1993183e-06,-3.68E-05
-25.81048333,27.90955222,60.798,314.5,10,0.15172732,0.001773215,0.001529137,0.066309676,0.00534592,0.07676935,7.3634146e-06,1.3298314e-05,0.005497348,0.000632972,0.25832674,0.001996581,0.002152108,0.14783715,0.006797112,0.09954384,7.5151092e-06,1.4373064e-05,0.005646559,0.000674508,-0.020670652,0.000286631,-0.000307044,-0.014083296,-0.000179534,-0.006387405,-8.96E-08,-4.31E-07,-4.09E-05,1.0586227e-06
-28.75,30.442778,45.48,146.9,10,0.10795419,0.001530762,0.006612139,0.04900511,0.004134416,0.046671886,3.219444e-06,3.63446e-06,0.005558025,0.000580655,0.1672488,0.004417119,0.008996681,0.09810285,0.00522928,0.050502904,2.6266516e-06,2.9640878e-06,0.005715489,0.000655718,0.001808971,6.797025e-05,-3.03E-05,0.002394442,6.882707e-05,-0.000691831,-5.66E-08,-3.02E-07,5.494803e-06,1.3714947e-05
-27.00222,28.76528,112.317,293.3,37,0.10467027,0.001731953,0.001618,0.053472403,0.003105254,0.044742685,5.9494178e-06,7.850495e-06,0.005503327,0.000569596,0.18278736,0.002491858,0.00243323,0.11402561,0.004027802,0.05980888,5.9045487e-06,1.0278395e-05,0.005632344,0.000612912,-0.008427262,-0.000149164,2.0296546e-05,-0.003588829,1.6049016e-06,-0.004711215,1.13349415e-07,-3.90E-07,-2.83E-05,-8.04E-07
-27.02314,28.59389,129.374,438,101,0.10467027,0.001731953,0.001618,0.053472403,0.003105254,0.044742685,5.9494178e-06,7.850495e-06,0.005503327,0.000569596,0.18278736,0.002491858,0.00243323,0.11402561,0.004027802,0.05980888,5.9045487e-06,1.0278395e-05,0.005632344,0.000612912,-0.012525067,0.000307396,-0.000250125,-0.008689877,-3.58E-05,-0.003856622,-2.62E-07,-1.27E-06,-3.46E-05,1.9303989e-06
-26.648056,27.089444,243.401,693,30,0.061875507,0.002823717,0.001377804,0.027539182,0.002094705,0.028040085,3.7018708e-06,4.6240666e-06,0.005507348,0.000554505,0.1417934,0.002834686,0.001664662,0.08259249,0.00330026,0.051401295,4.4882345e-06,7.2096796e-06,0.005638319,0.000624885,-0.010861471,0.000337923,0.00011677,-0.008497268,-0.000149449,-0.00266939,-3.05E-07,-1.42E-06,-4.92E-05,-5.64E-06
-26.970278,27.211111,127.845,584,133,0.061875507,0.002823717,0.001377804,0.027539182,0.002094705,0.028040085,3.7018708e-06,4.6240666e-06,0.005507348,0.000554505,0.1417934,0.002834686,0.001664662,0.08259249,0.00330026,0.051401295,4.4882345e-06,7.2096796e-06,0.005638319,0.000624885,-0.014980316,0.000614126,4.594028e-05,-0.011581276,-0.00018959,-0.003869508,-5.39E-07,-1.91E-06,-4.60E-05,-2.51E-06
-26.880278,26.965,223.961,752,193,0.061875507,0.002823717,0.001377804,0.027539182,0.002094705,0.028040085,3.7018708e-06,4.6240666e-06,0.005507348,0.000554505,0.1417934,0.002834686,0.001664662,0.08259249,0.00330026,0.051401295,4.4882345e-06,7.2096796e-06,0.005638319,0.000624885,-0.010861471,0.000337923,0.00011677,-0.008497268,-0.000149449,-0.00266939,-3.05E-07,-1.42E-06,-4.92E-05,-5.64E-06
-27.273889,28.49,37.875,118.5,60,0.10467027,0.001731953,0.001618,0.053472403,0.003105254,0.044742685,5.9494178e-06,7.850495e-06,0.005503327,0.000569596,0.18278736,0.002491858,0.00243323,0.11402561,0.004027802,0.05980888,5.9045487e-06,1.0278395e-05,0.005632344,0.000612912,-0.004036471,-0.000152375,0.000167968,-0.002239402,7.685204e-05,-0.001889601,2.6588623e-08,-1.07E-06,-4.82E-05,1.3009412e-07
-27.4275,28.525833,38.7,113.9,31,0.072180465,0.001958645,0.001688527,0.03887484,0.002118493,0.02754007,3.7184536e-06,4.266777e-06,0.005505993,0.00052748,0.13439539,0.003530577,0.00265246,0.08157255,0.003114267,0.043525614,3.1808213e-06,4.87393e-06,0.005613242,0.000577168,0.001802072,-7.84E-05,0.00025344,0.000321269,0.000114939,0.001190763,2.5527697e-08,-5.74E-07,-4.04E-05,2.1711458e-06
-27.3,28.586944,37.596,110.7,46,0.10467027,0.001731953,0.001618,0.053472403,0.003105254,0.044742685,5.9494178e-06,7.850495e-06,0.005503327,0.000569596,0.18278736,0.002491858,0.00243323,0.11402561,0.004027802,0.05980888,5.9045487e-06,1.0278395e-05,0.005632344,0.000612912,0.002372555,-7.94E-05,0.000231655,0.000229724,0.000113673,0.001876812,-7.35E-08,-1.21E-06,-4.41E-05,9.991927e-07
-30.570833,29.150556,53.957,121.3,19,0.060224712,0.002746663,0.006800564,0.022311691,0.002415768,0.025950093,2.1482228e-06,2.4973006e-06,0.005600223,0.000513876,0.11028305,0.006730792,0.006620553,0.05303407,0.003467688,0.040429972,2.0299021e-06,2.7161448e-06,0.005638165,0.000577334,-0.018890604,0.000574634,-0.000239142,-0.012500148,-0.000289486,-0.00643643,-2.41E-07,-3.49E-07,-1.62E-05,-2.45E-06
-31.031389,28.883333,39.535,125.6,13,0.07919912,0.006949442,0.006025876,0.026849642,0.003744706,0.035629563,2.629567e-06,4.02545e-06,0.005567417,0.000534777,0.060224712,0.002746663,0.006800564,0.022311691,0.002415768,0.025950093,2.1482228e-06,2.4973006e-06,0.005600223,0.000513876,-0.005427785,0.000873278,0.000550659,-0.002840849,-9.18E-05,-0.003919035,4.4374246e-09,4.4145963e-08,-2.53E-05,-1.31E-05
-30.86013889,29.07125,46.707,120.8,25,0.07919912,0.006949442,0.006025876,0.026849642,0.003744706,0.035629563,2.629567e-06,4.02545e-06,0.005567417,0.000534777,0.060224712,0.002746663,0.006800564,0.022311691,0.002415768,0.025950093,2.1482228e-06,2.4973006e-06,0.005600223,0.000513876,-0.005427785,0.000873278,0.000550659,-0.002840849,-9.18E-05,-0.003919035,4.4374246e-09,4.4145963e-08,-2.53E-05,-1.31E-05
-30.77586667,29.03221667,52.168,139.4,14,0.07919912,0.006949442,0.006025876,0.026849642,0.003744706,0.035629563,2.629567e-06,4.02545e-06,0.005567417,0.000534777,0.060224712,0.002746663,0.006800564,0.022311691,0.002415768,0.025950093,2.1482228e-06,2.4973006e-06,0.005600223,0.000513876,-0.005427785,0.000873278,0.000550659,-0.002840849,-9.18E-05,-0.003919035,4.4374246e-09,4.4145963e-08,-2.53E-05,-1.31E-05
-34.02861,22.22222,15.408,229.1,10,0.07443902,0.012863166,0.011768798,0.012677349,0.003994233,0.033135593,1.5402442e-06,7.9240345e-07,0.005753228,0.000559962,0.06264767,0.00431107,0.012354185,0.018029887,0.003032555,0.024920017,1.3893705e-06,8.349022e-07,0.005694156,0.000573455,-0.005116396,0.000369772,-0.003774846,-0.001136854,0.00046561,-0.001039997,-3.45E-08,7.5749824e-08,1.2971461e-05,1.1118769e-05
-28.96362,19.15486,146.193,403,10,0.056391355,0.015594889,0.009578927,0.007643934,0.003425887,0.020147592,1.2375681e-06,6.993387e-07,0.005459388,0.000561487,0.06726268,0.021893209,0.003816563,0.010809034,0.00401511,0.02672872,1.2391014e-06,6.744711e-07,0.005508705,0.000549079,0.002880938,-0.000586763,0.000910886,0.00096968,0.000307862,0.001279291,-1.07E-07,4.7272636e-08,-5.39E-05,2.426852e-06
-27.3,28.586944,48.661,144.3,10,0.11803149,0.001983358,0.001503464,0.04299261,0.007078008,0.0644741,8.689542e-06,1.35366345e-05,0.005404184,0.000671138,0.07181822,0.001589324,0.001354856,0.019186608,0.004861406,0.04482597,7.545996e-06,1.0042994e-05,0.005253396,0.000643146,0.010367751,0.00052502,-0.000306552,0.009124521,-0.000190583,0.001215406,1.4016587e-06,2.8249897e-06,-0.000199526,2.245378e-05
-28.768056,20.720556,109.275,281.3,10,0.048117403,0.016142033,0.004382666,0.004747953,0.003980783,0.01886379,1.33493e-06,6.781959e-07,0.00604162,0.000561307,0.061785474,0.013288314,0.002704487,0.008038234,0.005337745,0.03241659,1.4348396e-06,8.26326e-07,0.005603003,0.000601044,-0.023899954,-0.006223533,0.000502154,-0.001663804,-0.002180722,-0.014334083,-1.25E-07,-1.39E-08,5.472498e-05,-2.99E-05
-33.818056,19.694722,13.003,180.6,53,0.09914403,0.004690559,0.038158793,0.011109799,0.004784481,0.040400453,1.8511028e-06,9.689413e-07,0.006465465,0.000580056,0.07231513,0.004716639,0.031956606,0.008191437,0.002250584,0.025199793,1.9016275e-06,1.0180274e-06,0.005871407,0.000534465,-0.045507655,-0.001678627,0.012258284,-0.003739782,-0.006524961,-0.04582257,-1.49E-07,6.611094e-08,0.00025076,-5.15E-05
-34.065833,20.404167,92.23,1129,14,0.0800121,0.000321191,0.03165521,0.008885128,0.005045758,0.034104876,1.6695549e-06,6.247566e-07,0.006466572,0.000626735,0.08001208,0.005909572,0.024078198,0.012862932,0.003584555,0.03357666,1.8449444e-06,8.510752e-07,0.00600078,0.000596148,-0.003831208,-0.000816521,0.000803478,-0.001312707,-0.000378478,-0.002126966,4.3920863e-08,-2.69E-08,-0.000214418,-4.23E-05
-24.183889,30.823889,101.605,304.1,10,0.2824831,0.001945138,0.011764782,0.038055055,0.042027548,0.18869051,2.787171e-06,3.5646235e-06,0.005873369,0.00108286,0.12401532,0.001948965,0.011464496,0.07002507,0.003446458,0.037130564,1.8481132e-06,1.168225e-06,0.005624202,0.000736062,0.05824545,8.677936e-05,0.002595706,0.007259268,0.008836068,0.039467603,-9.31E-08,6.7853875e-07,-0.000100523,0.000105372
-25.127778,27.628889,173.398,602,166,0.22898199,0.002894,0.001846591,0.030659793,0.031769417,0.16181219,4.973168e-06,7.636064e-06,0.005833063,0.001042047,0.1041546,0.002806284,0.002017539,0.021426648,0.009493835,0.06841046,5.155027e-06,7.369161e-06,0.00576885,0.000706079,0.049701825,0.000288203,-0.00016562,-0.00112324,0.010155065,0.04054746,-1.87E-07,-4.80E-07,-0.000231274,7.97548e-05
-25.20639,27.558,190.833,908,22,0.22898199,0.002894,0.001846591,0.030659793,0.031769417,0.16181219,4.973168e-06,7.636064e-06,0.005833063,0.001042047,0.11947933,0.001241031,0.001778417,0.031144496,0.008041135,0.07727451,6.152416e-06,8.676033e-06,0.005367267,0.000762837,0.039993733,0.000594419,9.651459e-05,-0.001634738,0.00824488,0.032692656,-5.33E-07,-1.19E-06,-0.000105617,6.925722e-05
-24.69514,27.40906,197.964,936,136,0.24547483,0.002845757,0.002334924,0.034019314,0.036490165,0.16978467,3.8861235e-06,6.61578e-06,0.005831318,0.001041525,0.083501354,0.002551895,0.002379675,0.01894828,0.008809915,0.05081155,4.041195e-06,5.5716337e-06,0.005732299,0.000677843,0.075904965,0.000322038,-4.80E-05,0.005138608,0.013004126,0.057488136,-1.26E-07,-1.66E-08,-0.000221506,9.996997e-05
-28.747778,31.745833,76.72,340.1,11,0.29800606,0.003950048,0.023363655,0.063654274,0.03276461,0.17427352,4.2111087e-06,6.512756e-06,0.005974586,0.000980107,0.18080038,0.004749253,0.012596265,0.05875631,0.011135791,0.093562745,4.137012e-06,6.607369e-06,0.00556623,0.000770896,0.032071084,-0.00032941,0.004905246,0.000530772,0.005527455,0.021437034,3.5571657e-07,2.3528537e-07,-9.25E-05,4.5045163e-06
-28.801278,31.955389,94.589,432,10,0.36311185,0.004830089,0.037578564,0.07491385,0.039904505,0.20588472,3.6633164e-06,6.0642624e-06,0.006015357,0.001027189,0.1568628,0.003871519,0.018943777,0.049675517,0.01028653,0.07408531,4.6686887e-06,6.7419287e-06,0.00539644,0.000753358,0.055840343,5.822163e-06,5.2470714e-05,0.006601147,0.008786479,0.04039429,3.8670828e-07,6.393834e-07,-0.000249141,4.4117332e-05
-27.3,28.586944,45.032,138.9,13,0.18570168,0.002953068,0.001732891,0.036246233,0.022209672,0.12255981,5.594422e-06,8.8410825e-06,0.005829519,0.000884556,0.11803149,0.001983358,0.001503464,0.04299261,0.007078008,0.0644741,8.689542e-06,1.35366345e-05,0.005404184,0.000671138,0.016504064,-0.000230972,-0.000123233,-0.006970264,0.004836572,0.018991984,-5.20E-07,-1.06E-06,-0.000276309,2.6434427e-05
-29.160278,26.573333,89.106,289.7,115,0.08899908,0.007248487,0.0017587,0.008624433,0.011736019,0.05963137,2.2768954e-06,1.8505172e-06,0.005936583,0.000696469,0.064920396,0.007900811,0.002280351,0.018689029,0.004877172,0.031173177,2.5704812e-06,4.0858904e-06,0.00599149,0.000564678,-0.008935548,-0.000992622,9.790808e-05,-0.007623989,0.000407659,-0.000824478,-1.92E-07,-1.05E-06,-0.000222322,-7.18E-05
-28.69485,28.23487,140.529,300.5,22,0.112402424,0.003470853,0.001585254,0.01728881,0.014861202,0.075196244,2.6982698e-06,2.4731626e-06,0.005854677,0.000724177,0.068265736,0.003743018,0.001873974,0.018820994,0.005466124,0.0383616,2.9901948e-06,4.3314158e-06,0.00586901,0.000549868,-0.005496278,-0.000717834,-0.000288728,-0.007486666,0.001104375,0.001892418,-1.31E-07,-9.41E-07,-0.000236231,-3.28E-05
-34.075556,20.145556,10.898,179.8,11,0.0800121,0.000321191,0.03165521,0.008885128,0.005045758,0.034104876,1.6695549e-06,6.247566e-07,0.006466572,0.000626735,0.08001208,0.005909572,0.024078198,0.012862932,0.003584555,0.03357666,1.8449444e-06,8.510752e-07,0.00600078,0.000596148,-0.03871303,-0.002214466,0.001622316,-0.005642531,-0.005163235,-0.027315177,-1.20E-07,-9.18E-08,6.975839e-05,-6.12E-05
-29.140556,31.391944,48.84,174.5,13,0.1820728,0.003227803,0.026272435,0.060851503,0.010855868,0.08086526,2.8576824e-06,3.5678718e-06,0.006247994,0.000783088,0.30427074,0.005047392,0.030595025,0.06283116,0.030485222,0.17531204,3.8469834e-06,5.560397e-06,0.006028795,0.000969287,-0.04593636,0.000123842,-0.002925886,-0.016693745,-0.00267824,-0.023762219,-3.20E-08,-2.67E-07,-6.53E-05,-8.32E-05
-24.282222,28.090278,17.806,92.8,10,0.082842305,0.00255592,0.001720946,0.029937413,0.007475967,0.041151986,3.4549394e-06,6.9417824e-06,0.005980338,0.00078728,0.06327622,0.001103761,0.002651607,0.023320716,0.005992263,0.030207999,5.3472613e-06,9.337981e-06,0.005683967,0.000652149,-0.0472766,-0.0005552,0.000177367,-0.004829954,-0.008611521,-0.033457473,-6.54E-08,-4.18E-08,-1.92E-05,-0.000105102
-24.670833,28.560833,5,71,10,0.091297954,0.002397253,0.001707341,0.029749397,0.007569376,0.049874425,3.2462822e-06,4.9197665e-06,0.006002833,0.000790296,0.27256018,0.002444327,0.002870315,0.03403031,0.0411862,0.19202894,3.927019e-06,5.753068e-06,0.005834822,0.0010617,-0.020005748,-0.000622441,5.66151e-06,-0.00095997,-0.003307177,-0.015121885,-1.53E-07,-3.02E-07,-9.49E-05,-2.81E-05
-24.39619444,27.08983333,191.984,837,66,0.070631236,0.003245181,0.001127827,0.023297917,0.00655308,0.03640732,3.1547643e-06,5.529581e-06,0.006001758,0.000792948,0.07406968,0.003267254,0.002313566,0.017061334,0.008223381,0.04320424,3.376007e-06,4.967338e-06,0.005747362,0.000664478,0,0,0,0,0,0,0,0,0,0
-23.658056,31.05,65.683,233.2,10,0.124104306,0.0018059,0.009634863,0.03824872,0.010413365,0.064001575,2.296254e-06,2.7373285e-06,0.006011804,0.000798191,0.11967206,0.001763205,0.011170898,0.023704741,0.012283554,0.07074969,2.572673e-06,2.365605e-06,0.005681363,0.000736987,-0.018059656,-0.000581651,0.001212676,0.000587147,-0.004150565,-0.015127242,-3.29E-07,-4.44E-07,-0.000103101,-3.41E-05
-27.937778,31.209444,47.952,223.4,10,0.17244013,0.002738821,0.016596887,0.064606115,0.011969137,0.07652934,3.4499499e-06,4.652326e-06,0.006151416,0.000779088,0.10999541,0.002457853,0.008722542,0.040386137,0.006627859,0.05180093,6.1686665e-06,8.661261e-06,0.005332544,0.000703469,0,0,0,0,0,0,0,0,0,0
-28.404444,30.013056,24.408,89.8,12,0.13661304,0.003019622,0.005378182,0.056828436,0.009134905,0.062251978,4.3867476e-06,5.854207e-06,0.00614616,0.000743391,0.1309103,0.003237472,0.002966467,0.042195898,0.011036109,0.07147429,5.3213435e-06,7.820365e-06,0.005895329,0.000655636,0.006683499,4.575122e-05,0.000347425,0.007764764,-3.41E-05,-0.001440369,2.5912595e-07,6.373243e-07,-6.74E-05,-4.46E-06
-29.380556,30.2775,21.521,84,15,0.1333489,0.002539168,0.006275705,0.045862015,0.008734055,0.06993796,3.5107778e-06,3.9306183e-06,0.006164806,0.000732555,0.17307,0.003296948,0.003633507,0.044609357,0.012910312,0.108620115,4.118928e-06,5.2239657e-06,0.005573847,0.00074794,-0.038982898,-0.001942737,0.000491541,-0.008546207,-0.003685579,-0.025299914,1.5317164e-07,2.4851624e-07,-0.000136718,-8.12E-05
-26.45,28.085833,127.737,618,128,0.13473201,0.003593701,0.00100959,0.044060577,0.008754441,0.0773137,6.8594272e-06,1.1661504e-05,0.006034485,0.000794896,0.21631475,0.003030174,0.001602927,0.03875278,0.02573249,0.14719641,6.896822e-06,1.2469939e-05,0.005812898,0.000960399,-0.04188636,-0.000885877,-0.000123702,-0.004104793,-0.005783145,-0.030988865,2.551633e-07,8.719235e-08,-0.000149017,-9.44E-05
-27.671111,27.236944,178,387,158,0.056878686,0.005059569,0.001154512,0.017593611,0.004205943,0.028865077,3.4675713e-06,4.5798047e-06,0.006092831,0.000704001,0.117926046,0.004519574,0.001388488,0.016091382,0.01607416,0.079852454,3.1516956e-06,3.336635e-06,0.005860153,0.000800036,-0.0314985,-0.000520614,0.000221534,-0.007401295,-0.003991789,-0.01980628,-2.34E-07,-6.11E-07,-4.29E-05,-0.000103899
-29.615556,27.065278,51.11,161.3,27,0.053366825,0.005108486,0.001818686,0.01973069,0.003833721,0.022875294,4.689148e-06,7.908801e-06,0.006164885,0.000627095,0.07968646,0.007519488,0.002443057,0.029853247,0.005127402,0.034743316,5.2393416e-06,9.814419e-06,0.006009091,0.000552243,-0.016576774,-0.001144379,0.000520341,-0.004213186,-0.002005087,-0.009734515,-1.98E-07,-7.19E-07,1.9832049e-05,-8.63E-05
-28.883333,27.89,60.691,160.7,24,0.05694586,0.00398743,0.001635156,0.0194006,0.004467921,0.027454622,2.5459512e-06,3.4269674e-06,0.006121504,0.000627116,0.09462498,0.004682951,0.001527657,0.011060176,0.012569232,0.064784996,2.464064e-06,2.31787e-06,0.005903834,0.000680297,-0.029766336,-0.002080568,0.000377408,-0.004134441,-0.003920768,-0.020007886,1.1598513e-07,-1.05E-07,6.7765824e-05,-0.000104801
-34.092222,21.295278,24.885,349.5,12,0.095186785,0.006214994,0.022819292,0.01797149,0.006891732,0.041289367,1.6637778e-06,4.816707e-07,0.006458937,0.000660837,0.093339235,0.006397531,0.041859042,0.010431994,0.004315672,0.030334987,1.5882724e-06,7.4589866e-07,0.006524089,0.000594391,0.006341659,-9.48E-05,-0.000667889,0.002101015,0.000765139,0.004238248,5.115635e-08,9.48441e-09,9.973533e-06,8.297153e-06
-28.058889,30.373611,51.901,191.2,10,0.15103042,0.00298301,0.00978266,0.059127208,0.009957848,0.06917964,3.822929e-06,4.952081e-06,0.006160821,0.000752145,0.14564423,0.003053904,0.004592512,0.046224456,0.012574319,0.07919907,5.3595095e-06,8.257357e-06,0.005898362,0.000681908,-0.008416072,-0.001464281,0.001289808,0.004973318,-0.001799292,-0.011415727,3.210946e-07,2.2124368e-08,-1.71E-05,-7.14E-05
-27.01011111,26.69808333,125.952,651,32,0.05322488,0.00346744,0.000638485,0.01989223,0.00285715,0.02636962,3.4991103e-06,4.5521365e-06,0.005956595,0.000670458,0.13639589,0.003834807,0.001392075,0.019174306,0.018560464,0.09343415,3.7885147e-06,4.7287876e-06,0.005832498,0.000848647,-0.02205896,-0.001285493,-0.000414991,-0.009031296,-0.001281749,-0.010045376,2.1999654e-07,3.5895573e-07,-0.000147622,-5.42E-05
-30.830556,26.921389,83.728,176.4,16,0.051770944,0.006543566,0.001349021,0.0211576,0.002769785,0.019951034,4.1832113e-06,7.2155226e-06,0.005966198,0.000559929,0.053822428,0.005198209,0.002328455,0.020372938,0.003786928,0.022135936,4.9038636e-06,8.239472e-06,0.006191674,0.000605559,0.008829206,-0.000941594,-8.22E-05,0.005272375,0.000528736,0.004051954,1.6360946e-07,2.3545044e-07,-0.0001999,-5.37E-05
-23.23572222,27.717,15.208,101.5,10,0.059761498,0.001267716,0.001822815,0.024253339,0.004160855,0.028256644,2.670205e-06,4.586448e-06,0.005910955,0.000778634,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
-22.769722,30.886944,40.493,126.3,11,0.104390055,0.00129167,0.007818196,0.031546645,0.008556946,0.055176664,1.5495257e-06,1.3252074e-06,0.005921837,0.000824483,0.11478515,0.002563419,0.01097321,0.032210257,0.010188351,0.05885011,1.6751846e-06,1.7590396e-06,0.00598136,0.00080503,-0.019712128,-0.000282373,-0.000519447,-0.001836516,-0.003869386,-0.013204318,3.958735e-08,-3.78E-07,-2.53E-05,-9.63E-05
-28.801278,31.955389,101.663,368.4,12,0.20383339,0.004192069,0.02724785,0.07465433,0.010784014,0.08695534,2.0860912e-06,3.0406418e-06,0.006086168,0.000747788,0.36311185,0.004830089,0.037578564,0.07491385,0.039904505,0.20588472,3.6633164e-06,6.0642624e-06,0.006015357,0.001027189,0.008959398,0.000318158,0.001299385,-0.000185683,0.000415289,0.007112421,-1.10E-07,-3.03E-07,-0.000149672,-7.86E-05
-26.861111,28.884722,131.049,469,132,0.11149825,0.002168942,0.001202707,0.06834157,0.0038252,0.03595976,7.637752e-06,1.506231e-05,0.005965769,0.000669139,0.13148707,0.002369852,0.001893293,0.058139153,0.008210268,0.06087465,1.11642985e-05,2.3283095e-05,0.005791817,0.000623947,-0.03452149,-0.00077599,-0.000194912,-0.016377434,-0.001780659,-0.01539259,-6.58E-07,-9.89E-07,-0.000149238,-5.28E-05
-27.00222,28.76528,124.195,329.4,20,0.086928025,0.002392817,0.000860915,0.040219873,0.00384908,0.039605398,4.9417436e-06,7.697024e-06,0.005968625,0.00068179,0.18570168,0.002953068,0.001732891,0.036246233,0.022209672,0.12255981,5.594422e-06,8.8410825e-06,0.005829519,0.000884556,-0.020669445,-0.000837528,-0.000280098,-0.006956942,-0.001442028,-0.011152864,-4.11E-08,1.0517033e-07,-0.000134603,-7.47E-05
-26.970278,27.211111,129.368,593,25,0.05322488,0.00346744,0.000638485,0.01989223,0.00285715,0.02636962,3.4991103e-06,4.5521365e-06,0.005956595,0.000670458,0.061809763,0.004843182,0.000974811,0.019449841,0.004360745,0.03218119,3.8120243e-06,5.209981e-06,0.006065926,0.000726431,-0.014170941,-0.000983225,-0.000345977,-0.005297933,-0.001003634,-0.006540131,2.6615203e-07,3.927462e-07,-0.000135704,-7.52E-05
-26.880278,26.965,226.006,767,193,0.05322488,0.00346744,0.000638485,0.01989223,0.00285715,0.02636962,3.4991103e-06,4.5521365e-06,0.005956595,0.000670458,0.13639589,0.003834807,0.001392075,0.019174306,0.018560464,0.09343415,3.7885147e-06,4.7287876e-06,0.005832498,0.000848647,-0.014170941,-0.000983225,-0.000345977,-0.005297933,-0.001003634,-0.006540131,2.6615203e-07,3.927462e-07,-0.000135704,-7.52E-05
-26.98472222,26.63227778,262.469,1132,160,0.05322488,0.00346744,0.000638485,0.01989223,0.00285715,0.02636962,3.4991103e-06,4.5521365e-06,0.005956595,0.000670458,0.13639589,0.003834807,0.001392075,0.019174306,0.018560464,0.09343415,3.7885147e-06,4.7287876e-06,0.005832498,0.000848647,-0.02205896,-0.001285493,-0.000414991,-0.009031296,-0.001281749,-0.010045376,2.1999654e-07,3.5895573e-07,-0.000147622,-5.42E-05
-27.902778,24.615556,180.388,1231,68,0.025722358,0.008912336,0.000553929,0.005641341,0.001453606,0.009161126,1.8345877e-06,1.5009764e-06,0.005944121,0.000628417,0.05736178,0.006934728,0.001515504,0.015209276,0.004291227,0.02941119,2.5271984e-06,3.0303809e-06,0.005497281,0.000620752,-0.022703152,-0.00193251,-0.0003235,-0.005700439,-0.002060141,-0.012686556,-3.82E-08,-4.36E-08,-0.000117418,-6.56E-05
-30.160091,27.40124,90.46,207.5,16,0.054913018,0.003789387,0.000893023,0.025906868,0.00265679,0.021666978,2.696515e-06,4.4780945e-06,0.005951041,0.000554542,0.058483765,0.004000893,0.001800596,0.023294102,0.004290729,0.02509766,3.4684554e-06,5.6383437e-06,0.006143502,0.000600792,0.012467418,-0.00183732,2.7272617e-05,0.008249097,0.000420593,0.005607888,4.9574737e-08,-7.16E-08,-0.000164279,-5.50E-05
-30.336111,27.359444,57,155.7,27,0.059997458,0.004725535,0.001749088,0.026896022,0.003099019,0.023527864,3.1806107e-06,5.220684e-06,0.005956024,0.000549836,0.06486319,0.004398292,0.002547133,0.02697454,0.00457078,0.02637238,4.0105397e-06,6.4539586e-06,0.006180117,0.000593949,0.014480151,-0.001431816,8.286885e-05,0.008253798,0.000705807,0.006869528,1.3421914e-07,-1.98E-07,-0.000180775,-4.99E-05
-33.897778,20.012778,88.485,1077,27,0.05880064,0.002205171,0.013517819,0.011580594,0.003492856,0.028004307,1.4351194e-06,5.9890687e-07,0.006115818,0.0005459,0.081476346,0.005190299,0.03196821,0.009169411,0.004032848,0.03111557,1.6401809e-06,7.5950834e-07,0.006451381,0.000565135,-0.001462292,0.000343547,0.001461381,0.000378551,-0.00068177,-0.002963927,1.4030547e-08,-4.83E-08,2.6677735e-05,-4.55E-05
-24.679167,30.8025,53.49,148.5,10,0.17489682,0.001111699,0.007961744,0.10206066,0.004891166,0.058871575,1.8440917e-06,1.6021281e-06,0.005719375,0.000679408,0.15372777,0.003786779,0.008334863,0.062105417,0.008080335,0.07142036,2.5227087e-06,5.608964e-06,0.005302449,0.000665431,0.021150291,-0.000372856,0.002379997,0.019908406,-0.00132529,0.000560094,-2.45E-07,-3.30E-07,-0.000111827,-7.72E-05
-22.91028,29.61111,50.925,162.8,10,0.11708449,0.000766796,0.006707666,0.06298764,0.003863381,0.04275897,1.6355109e-06,9.740602e-07,0.005685697,0.000683834,0.109194145,0.002363706,0.004355844,0.018728096,0.014442806,0.06930377,2.4128838e-06,2.9902521e-06,0.006038806,0.000780661,0,0,0,0,0,0,0,0,0,0
-31.000833,26.353056,232.783,691,10,0.025160983,0.004562129,0.000868605,0.008825388,0.001104902,0.009799898,1.7704408e-06,2.0560296e-06,0.005849133,0.000530922,0.03501006,0.009035271,0.001290124,0.009993061,0.001797169,0.012894433,2.089941e-06,2.3297207e-06,0.005971992,0.00056132,-0.015468322,-0.003826671,-6.48E-05,-0.007468518,-0.000426405,-0.003681981,-1.32E-08,1.1092652e-07,-4.84E-05,-8.47E-05
