Latitude,Longitude,Total Alkalinity,Electrical Conductance,Dissolved Reactive Phosphorus,sw_layer1,sw_layer2,sw_layer3,sw_layer4,sw_total,sw_surface_ratio
-25.127778,27.628889,172.582,645,166,0.14335175,0.15101169,0.15290026,0.15258026,0.599844,0.23898132
-24.39619444,27.08983333,202.063,838,15,0.119708255,0.14975284,0.15823321,0.1508789,0.5785732,0.20690215
-27.00222,28.76528,112.746,310.43,10,0.29101104,0.27722478,0.28227192,0.27912903,1.1296368,0.2576145
-27.02314,28.59389,101.643,307.7,10,0.24967499,0.24802707,0.2528835,0.24647522,0.9970608,0.25041074
-26.648056,27.089444,227.263,711,10,0.1818039,0.1546738,0.15291552,0.1561203,0.64551353,0.28164184
-26.970278,27.211111,119.76,643,87,0.18482514,0.15621494,0.15259509,0.15502167,0.64865685,0.2849347
-26.880278,26.965,260.495,802,192,0.18098755,0.15419315,0.15199237,0.15357208,0.64074516,0.28246373
-27.273889,28.49,43.776,145,12,0.33168334,0.2940476,0.28560597,0.28649902,1.1978359,0.27690193
-27.4275,28.525833,39.41,124.8,10,0.3470108,0.30031896,0.29034382,0.2909088,1.2285824,0.2824479
-27.3,28.586944,126.402,331.9,10,0.3331024,0.29377294,0.28739887,0.28743744,1.2017117,0.27718973
-26.98472222,26.63227778,255.144,1203,160,0.15476532,0.15243076,0.1519237,0.15169525,0.61081505,0.25337467
-34.039722,22.133333,26.634,355.9,10,,,,,,
-34.405833,19.600556,29.719,1167,10,0.196727,0.17164157,0.16271167,0.16492462,0.69600487,0.28265134
-33.870833,20.003333,42.438,125.9,14,0.15487976,0.15284275,0.15576129,0.1535492,0.617033,0.25100684
-25.57877778,29.12747222,52.375,421,10,0.2095749,0.1904404,0.20865588,0.17636871,0.7850399,0.26696047
-22.769722,30.886944,53.55,132.42,10,0.18635683,0.18785806,0.22678486,0.18090057,0.7819003,0.23833804
-28.801278,31.955389,96.398,406,15,0.18307619,0.20014139,0.1809322,0.12796783,0.6921176,0.26451564
-27.5275,30.858056,26.72,109.3,11,0.3214429,0.3272242,0.2928783,0.24271393,1.1842593,0.27142927
-26.98472222,26.63227778,187,1052,160,0.23307924,0.21406503,0.1549541,0.1516571,0.75375545,0.30922353
-31.394444,20.947222,146.9645,751,12,0.08200197,0.21852823,0.15450397,0.119148254,0.5741824,0.14281493
-34.329722,18.990278,13.605,170.3,14,0.23751955,0.20853372,0.18353382,0.26470184,0.8942889,0.2655957
-23.281,30.54305556,242.039,453.8,30,0.14644165,0.18744609,0.22337145,0.1881485,0.7454077,0.1964582
-27.937778,31.209444,45.935,298.3,10,0.29181212,0.3073115,0.29106706,0.24655914,1.1367497,0.25670722
-29.161667,30.629722,23.974,100.11,10,0.28574675,0.29785106,0.28665727,0.2186203,1.0888753,0.26242355
-27.902778,24.615556,184.31,1110,33,0.12107392,0.15428111,0.15093797,0.15091705,0.57721007,0.20975675
-25.99136,27.84208,99.918,453,26,0.1423645,0.15044814,0.15456042,0.16199493,0.60936797,0.23362611
-29.7775,29.470833,21.372,106.8,10,0.3090744,0.30488998,0.30351672,0.39167786,1.3091589,0.23608607
-29.987778,29.851667,29.144,105,12,0.33113098,0.33681136,0.35177264,0.369339,1.389054,0.23838581
-29.744167,29.905833,31.93,98,10,0.2807312,0.31301528,0.34515032,0.36112213,1.3000189,0.21594378
-27.00222,28.76528,114.491,330.8,10,0.25824738,0.2739604,0.2791637,0.2785492,1.0899206,0.23694125
-26.45,28.085833,130.553,676,178,0.15274811,0.15192062,0.15736803,0.17262268,0.6346594,0.24067691
-27.01011111,26.69808333,121.057,687,24,0.1165241,0.14717361,0.15523332,0.15163422,0.5705652,0.20422538
-24.670833,28.560833,17.506,75.8,10,0.1267246,0.1462352,0.15649217,0.16317749,0.59262943,0.2138341
-30.733889,29.828333,34.951,126.9,11,0.23977697,0.21876022,0.25240892,0.3266449,1.037591,0.23108986
-26.648056,27.089444,242.887,705,10,0.13604009,0.14912674,0.15209001,0.15542603,0.59268284,0.2295323
-26.970278,27.211111,124.207,638,60,0.13883245,0.15051529,0.15310472,0.15459442,0.59704685,0.23253152
-26.880278,26.965,262.031,801,192,0.13849676,0.15033218,0.15361589,0.15330505,0.59574986,0.23247428
-26.98472222,26.63227778,250.873,906,160,0.1165241,0.14717361,0.15523332,0.15163422,0.5705652,0.20422538
-29.160278,26.573333,206.169,654,33,0.09876287,0.13287613,0.13696855,0.14048004,0.50908756,0.19399938
-28.883333,27.89,108.807,286.1,19,0.112800956,0.13827774,0.16927904,0.20874786,0.62910557,0.17930341
-31.396,29.2651,136.02,406,10,0.20061529,0.17814896,0.22334856,0.26580048,0.86791325,0.23114644
-31.554722,29.245556,104.045,309.1,10,0.20724523,0.17938492,0.22704118,0.30130005,0.91497135,0.22650436
-25.45963889,28.26430556,200.8,720,10,0.14561498,0.16522476,0.17114824,0.17227173,0.6542597,0.22256416
-28.338333,31.373611,133.898,360.9,10,0.28044927,0.26043198,0.28987688,0.33888245,1.1696405,0.2397737
-28.068333,31.55,67.281,238.7,10,0.22285497,0.2596614,0.28683275,0.28381348,1.0531626,0.2116053
-25.81048333,27.90955222,132.178,612,191,0.20377973,0.18109393,0.15173143,0.15553284,0.69213796,0.29442024
-22.225556,29.990556,169.537,1207,13,0.11665204,0.14374042,0.15575975,0.15587616,0.5720284,0.20392665
-30.398056,30.601944,51.063,284.1,14,0.2533174,0.23568988,0.20660204,0.21038055,0.9059899,0.2796026
-30.27402,30.69602,143.768,636,10,0.26455548,0.25252032,0.22889513,0.23919678,0.9851677,0.26853827
-28.69485,28.23487,194.637,413,18,0.17758802,0.16712451,0.15649217,0.19502258,0.6962273,0.25507152
-29.615556,27.065278,158.819,417,24,0.15411237,0.14743304,0.1404857,0.15727997,0.5993111,0.25714877
-30.568333,29.422778,69.121,177.5,10,0.24773267,0.22674823,0.22815508,0.27391815,0.97655416,0.25368017
-30.570833,29.150556,74.858,189.1,12,0.22368482,0.20545459,0.2187404,0.23908234,0.8869622,0.25219178
-31.104278,29.399722,96.435,243.6,11,0.21420911,0.18356586,0.18607897,0.18914795,0.7730019,0.27711293
-34.092222,21.295278,26.751,423,10,0.20529035,0.17024493,0.15442461,0.15376282,0.68372273,0.30025336
-24.282222,28.090278,26.078,89.26,10,0.17258911,0.15324062,0.1511638,0.15215302,0.6291466,0.27432212
-30.13573889,30.67422222,50.632,221,10,0.33248597,0.3248257,0.27191424,0.21216583,1.1413918,0.29129848
-30.160091,27.40124,93.835,239.8,23,0.19956665,0.21466488,0.1575496,0.20711517,0.77889633,0.25621688
-30.336111,27.359444,96.25,220.8,11,0.19727783,0.21722072,0.16239427,0.22384644,0.8007393,0.2463693
-31.031389,28.883333,70.023,170.2,10,0.2536667,0.2576489,0.1979854,0.25094604,0.96024704,0.26416788
-30.86013889,29.07125,111.798,240.9,10,0.2638443,0.26435512,0.1987407,0.23422241,0.96116257,0.2745051
-30.77586667,29.03221667,123.892,260,10,0.32092744,0.3288769,0.25693774,0.29882812,1.2055702,0.26620364
-30.830556,26.921389,142.141,294.6,10,0.241832,0.24115275,0.14918625,0.16526794,0.797439,0.30326045
-31.000833,26.353056,348.792,940,10,0.19922946,0.1906309,0.13709366,0.14492798,0.67188203,0.29652402
-30.160091,27.40124,104.785,241.8,14,0.28786775,0.2865934,0.17802536,0.20425415,0.9567407,0.30088347
-27.5275,30.858056,38.224,146.6,10,0.35682982,0.3547241,0.3373241,0.2273407,1.2762188,0.27959904
-27.902778,24.615556,184.429,1149.01,21,0.14114685,0.15430756,0.15101428,0.15115356,0.5976223,0.2361803
-30.160091,27.40124,116.353,258.3,10,0.2252533,0.23643036,0.19761463,0.2366867,0.895985,0.2514027
-30.336111,27.359444,108.739,234.2,10,0.21126862,0.22030945,0.20873065,0.2601471,0.90045583,0.23462382
-29.651389,22.746389,106.417,271.3,11,0.13515015,0.15814514,0.15219684,0.15174866,0.5972408,0.2262905
-29.1825,23.575556,115.07,354,11,0.13923188,0.15326996,0.15134235,0.15155792,0.5954021,0.23384471
-33.897778,20.012778,14.203,200.1,24,0.1403534,0.15085144,0.16630359,0.15374756,0.611256,0.22961438
-29.744167,29.905833,42,82.2,5,0.4187622,0.42703247,0.41469225,0.35762024,1.6181072,0.2587974
-28.068333,31.55,99.235,268.5,10,0.35814208,0.3754151,0.38238484,0.28697968,1.4029217,0.25528285
-25.99136,27.84208,94.744,427.25,42,0.16510315,0.18855235,0.1599254,0.16254425,0.67612517,0.24418986
-29.7775,29.470833,28.485,87.9,10,0.35385436,0.35894725,0.37629503,0.4237442,1.5128407,0.23390046
-29.987778,29.851667,37.978,119.8,10,0.3633377,0.3751826,0.41710466,0.37706757,1.5326924,0.23705831
-29.744167,29.905833,43.464,112.8,10,0.35279387,0.3726649,0.41292375,0.36330414,1.5016866,0.23493162
-26.45,28.085833,127.737,636.63,102,0.19047089,0.19886729,0.16441911,0.17353821,0.7272955,0.2618889
-31.396,29.2651,120.604,281.8,10,0.31899565,0.32704875,0.3450145,0.26999664,1.2610555,0.25295907
-31.554722,29.245556,109.441,302.3,10,0.3329727,0.3382487,0.3594951,0.3115158,1.3422322,0.24807367
-27.169444,29.233889,144.694,243.01,10,0.27194214,0.30616713,0.29259446,0.2924881,1.1631918,0.2337894
-30.570833,29.150556,93.518,200.8,10,0.19190979,0.23777723,0.29235795,0.24591827,0.9679632,0.19826125
-31.104278,29.399722,111.595,260,10,0.15662384,0.21049452,0.26777604,0.1932602,0.82815456,0.18912369
-25.45963889,28.26430556,194.309,756,10,0.13746643,0.17250776,0.17384295,0.1725235,0.65634066,0.2094434
-28.338333,31.373611,152.137,392,10,0.3355484,0.3313365,0.34468797,0.3447342,1.356307,0.24739838
-28.068333,31.55,77.383,245,10,0.27270508,0.30925703,0.32518724,0.2864914,1.1936407,0.22846478
-29.161667,23.696389,109.165,313.61,13,0.08104706,0.14893447,0.16946825,0.1602478,0.55969757,0.14480484
-25.81048333,27.90955222,124.861,584.05,191,0.13678741,0.15090285,0.15395007,0.15603638,0.59767675,0.22886482
-30.830556,26.921389,148.822,299.4,13,0.14439392,0.15460311,0.16066393,0.17246246,0.6321235,0.2284264
-30.398056,30.601944,58.021,295.9,13,0.31038666,0.29723462,0.24893603,0.2128067,1.0693641,0.29025322
-27.02314,28.59389,133.642,409.39,10,0.18444061,0.24421798,0.25163683,0.24597931,0.9262748,0.19912063
-27.273889,28.49,41.275,128.6,15,0.24697113,0.2833186,0.2901729,0.28601074,1.1064734,0.22320546
-27.4275,28.525833,46.129,111.2,16,0.25735474,0.28537092,0.29587206,0.29024506,1.1288428,0.22798082
-27.3,28.586944,141.545,349,16,0.24822998,0.28408155,0.2921184,0.28692627,1.1113563,0.22335751
-27.398611,26.614722,204.623,732,184,0.114341736,0.15146743,0.15577349,0.15104675,0.57262945,0.19967805
-29.033333,23.983333,178.92,1356.41,10,0.11924744,0.1480342,0.15319476,0.15084076,0.5713172,0.20872332
-31.031389,28.883333,77.034,178.6,10,0.20439148,0.22245131,0.27762255,0.26921844,0.97368383,0.20991543
-30.86013889,29.07125,125.544,261.5,10,0.19519043,0.21517287,0.2732204,0.2472229,0.93080664,0.20970008
-30.77586667,29.03221667,151.474,289.1,10,0.2424469,0.268365,0.32912096,0.31401825,1.1539512,0.21010135
-27.01011111,26.69808333,121.598,691,10,0.1227417,0.1495555,0.15754351,0.1516571,0.5814978,0.21107817
-28.44555556,32.325,150.419,395,10,0.24399109,0.23945923,0.2322826,0.099876404,0.81560934,0.29915154
-26.648056,27.089444,243.353,704,10,0.14039612,0.15011245,0.15290484,0.15555573,0.5989691,0.23439586
-26.970278,27.211111,126.177,650,132,0.14891815,0.15141708,0.15441546,0.15467072,0.6094214,0.24435951
-26.98472222,26.63227778,248.119,1140,160,0.1227417,0.1495555,0.15754351,0.1516571,0.5814978,0.21107817
-27.573056,24.746389,187.045,565.2,10,0.11380768,0.14600784,0.1513637,0.15149689,0.5626761,0.20226109
-31.000833,26.353056,339.557,908.67,10,0.11127472,0.1388591,0.14291033,0.14751434,0.54055846,0.20585102
-30.679722,26.7125,119.593,265.89,10,0.11380005,0.14033157,0.14918932,0.17154694,0.57486784,0.19795828
-30.570833,29.150556,92.665,204,10,0.19699097,0.21422988,0.25615343,0.24412537,0.9114996,0.2161172
-25.57877778,29.12747222,53.158,398,10,0.12226868,0.15095931,0.16949114,0.17292786,0.61564696,0.1986016
-29.803611,30.516111,71.104,279.3,14,0.28989446,0.26536056,0.29145616,0.2957077,1.1424189,0.25375476
-28.735556,29.820556,35.397,106.2,10,0.33488008,0.31689736,0.19829667,0.15608215,1.0061562,0.3328308
-26.73806,27.59194,152.153,651.54,38,0.35126802,0.33516213,0.1881572,0.1657486,1.0403359,0.33764836
-26.45,28.085833,128.343,662,102,0.35947725,0.34694192,0.21374619,0.17053986,1.0907052,0.32958212
-26.98472222,26.63227778,176,1174,160,0.27810213,0.24865244,0.15780747,0.15154266,0.8361047,0.332616
-33.38056,19.30167,47.463,428,75,0.16315769,0.18429087,0.24421036,0.3083725,0.90003145,0.18127978
-25.99136,27.84208,104.42,449.48,28,0.1905365,0.16941833,0.17451891,0.16368866,0.69816244,0.272911
-30.733889,29.828333,61.446,164,10,0.36317444,0.37088013,0.3575786,0.33809662,1.4297298,0.25401595
-29.7775,29.470833,41.533,106,10,0.40052795,0.40837097,0.41190752,0.42481995,1.6456264,0.24338922
-29.987778,29.851667,42.702,122.8,10,0.4382782,0.44262695,0.42946276,0.37638092,1.6867489,0.25983593
-29.744167,29.905833,53.747,126.3,12,0.4187622,0.42703247,0.41469225,0.35762024,1.6181072,0.2587974
-26.45,28.085833,138.021,652,95,0.22041321,0.19868469,0.1818355,0.17538452,0.77631795,0.28392094
-27.671111,27.236944,177.406,457,10,0.25437927,0.2856903,0.28296313,0.27376556,1.0967983,0.23192874
-31.396,29.2651,134.115,286.61,10,0.32141113,0.3246765,0.3058208,0.25909424,1.2110027,0.26540887
-31.554722,29.245556,111.602,310.85,10,0.3333435,0.33457947,0.317921,0.29354858,1.2793926,0.26054806
-25.73411,27.21422,19.894,82.1,10,0.1729004,0.15232395,0.152885,0.15549469,0.63360405,0.27288353
-27.398611,26.614722,205.57,721,184,0.13978119,0.15108036,0.15164904,0.15106964,0.59358025,0.23548788
-29.160278,26.573333,225.649,622.26,10,0.15809937,0.14630435,0.13878588,0.14149475,0.5846844,0.27040076
-30.568333,29.422778,84.9,207.87,31,0.32234496,0.32152104,0.3198772,0.2891159,1.2528591,0.2572873
-30.570833,29.150556,95.92,184.93,10,0.31961364,0.31723332,0.30395466,0.24319458,1.1839962,0.2699446
-31.104278,29.399722,120.092,269.6,10,0.29101866,0.2848313,0.25985676,0.18897247,1.0246792,0.28400928
-25.45963889,28.26430556,206.662,739,10,0.18504639,0.17280887,0.17999224,0.17281342,0.71066093,0.26038596
-28.338333,31.373611,169.094,409,10,0.39764708,0.39210057,0.3908382,0.34729767,1.5278835,0.26025993
-27.495556,26.074722,239.289,695.83,10,0.14207764,0.15147708,0.1521068,0.15127563,0.5969372,0.23801063
-29.161667,23.696389,112.39,279.8,12,0.15208559,0.24636789,0.17229572,0.16027832,0.7310275,0.2080433
-27.01011111,26.69808333,120.709,642.82,37,0.23307924,0.21406503,0.1549541,0.1516571,0.75375545,0.30922353
-25.81048333,27.90955222,133.399,560.82,191,0.20918398,0.19290109,0.15583912,0.15637207,0.7142962,0.29285285
-23.658056,31.05,97.205,404,10,0.19409303,0.19568582,0.21892658,0.18969727,0.79840267,0.24310137
-25.49037,30.6986,113.992,568.12,17,0.35685855,0.3626551,0.3688213,0.3673172,1.4556521,0.24515358
-27.00222,28.76528,173.838,425,30,0.3589185,0.36206764,0.28110614,0.27890015,1.2809924,0.28018764
-26.648056,27.089444,238.979,683,10,0.23623781,0.20255227,0.15306965,0.1559372,0.7477969,0.3159113
-26.970278,27.211111,143.864,678,15,0.24743776,0.20864053,0.15352741,0.15487671,0.7644824,0.32366663
-26.880278,26.965,265.892,844,123,0.25167972,0.21393533,0.15393177,0.15348053,0.7730273,0.32557634
-27.273889,28.49,47.388,132.4,10,0.38021976,0.37997383,0.28833118,0.28627014,1.3347949,0.2848524
-27.3,28.586944,174.122,352.3,10,0.3833478,0.38493294,0.29049793,0.28720093,1.3459796,0.28480932
-26.98472222,26.63227778,290.267,1131,160,0.23307924,0.21406503,0.1549541,0.1516571,0.75375545,0.30922353
-29.033333,23.983333,189.552,1421,11,0.17056398,0.21880288,0.15464893,0.15083313,0.6948489,0.24546881
-30.336111,27.359444,111.079,228.59,10,0.27328616,0.2836985,0.18994251,0.24430847,0.9912356,0.27570224
-29.615556,27.065278,158.834,463.52,10,0.23489504,0.2296061,0.14383045,0.16171265,0.7700442,0.30504057
-31.031389,28.883333,99.126,257,10,0.33749515,0.34798378,0.32463947,0.26280212,1.2729205,0.2651343
-30.86013889,29.07125,125.675,259.17,10,0.33775455,0.3492884,0.3200237,0.24142456,1.2484912,0.27053
-30.77586667,29.03221667,80.73,163.1,10,0.38086063,0.39543098,0.3835155,0.30796814,1.4677752,0.2594814
-34.031944,22.053333,27.335,472,10,0.2530225,0.22956033,0.15861621,0.16336823,0.8045672,0.31448233
-34.039722,22.133333,19.101,297.9,10,,,,,,
-33.08883333,19.21878333,8.211,15.12,10,0.26245242,0.25007576,0.15978351,0.19164276,0.8639544,0.30378005
-30.830556,26.921389,150.439,330.6,12,0.16546936,0.21335551,0.16608995,0.17365265,0.7185675,0.23027639
-28.44555556,32.325,287.171,913,10,0.1961319,0.18236087,0.19799761,0.14802551,0.7245159,0.27070713
-29.744167,29.905833,47.4,98.9,5,0.35279387,0.3726649,0.41292375,0.36330414,1.5016866,0.23493162
-30.13573889,30.67422222,79.346,284,10,0.29412383,0.29379222,0.2583217,0.21512604,1.0613637,0.27711853
-29.160278,26.573333,227,648,10,0.11243744,0.17247722,0.13892931,0.14105225,0.5648962,0.19904052
-30.679722,26.7125,122.683,265.2,12,0.14165802,0.19625041,0.15546983,0.17370605,0.66708434,0.21235368
-30.160091,27.40124,121.918,259,12,0.20223542,0.23371074,0.20859331,0.2220459,0.8665854,0.23337017
-34.02861,22.22222,29.456,400,13,0.27457732,0.25662944,0.18649858,0.16788483,0.88559014,0.31004974
-24.058889,31.237222,207.203,632,38,0.11241913,0.15290022,0.18421893,0.17794037,0.62747866,0.17915979
-27.573056,24.746389,170.173,890.24,34,0.11428833,0.15383863,0.15187792,0.15155792,0.5715628,0.19995724
-31.000833,26.353056,355.946,958,10,0.11231232,0.15392256,0.14556079,0.14801788,0.55981356,0.20062414
-29.803611,30.516111,90.876,332,11,0.33285522,0.3208003,0.33538774,0.29714966,1.2861929,0.25879088
-28.735556,29.820556,36.046,80.35,12,0.12861669,0.15458176,0.18832964,0.15813446,0.6296625,0.20426257
-26.73806,27.59194,136.345,693,176,0.1380924,0.1504161,0.15299028,0.16719055,0.6086893,0.22686806
-26.45,28.085833,155.152,662,95,0.13950384,0.15072128,0.15500444,0.17210388,0.6173334,0.22597773
-33.38056,19.30167,29.971,281.28,30,0.3723606,0.37993118,0.39179796,0.30160522,1.4456949,0.25756496
-32.502778,19.535833,17.548,111.79,10,0.05164373,0.17017624,0.14613146,0.08291626,0.45086768,0.11454272
-34.005833,22.351111,26.28,1133,10,0.25988805,0.2528102,0.21278185,0.17954254,0.9050227,0.2871616
-31.860278,18.6875,25.309,227.5,10,0.13078168,0.14336658,0.13511461,0.10621643,0.5154793,0.25370836
-25.127778,27.628889,182.784,714,166,0.18887952,0.16430163,0.15096086,0.15208435,0.6562264,0.28782633
-24.69514,27.40906,202.154,826,120,0.14312604,0.14718127,0.15387529,0.1554184,0.59960103,0.23870172
-22.769722,30.886944,59.596,163.7,10,0.15289167,0.15371203,0.15942949,0.1738739,0.6399071,0.23892753
-23.281,30.54305556,180.3,498,10,0.17703107,0.16466784,0.16232866,0.18040466,0.68443227,0.25865352
-27.802778,28.768333,134.147,290.22,45,0.32710126,0.2917812,0.28386492,0.2932968,1.1960442,0.27348572
-32.595833,19.009444,8.282,60.28,10,0.24295667,0.26488757,0.32482713,0.22854614,1.0612175,0.22894123
-29.161667,23.696389,103.601,269.7,11,0.07425385,0.13625759,0.16289781,0.16001129,0.53342056,0.13920294
-27.01011111,26.69808333,137.314,704,51,0.15557556,0.16918606,0.15265153,0.15155792,0.6289711,0.2473489
-29.641944,30.6875,61.612,283.95,73.5,0.40385896,0.39213222,0.31430316,0.2722702,1.3825645,0.2921084
-25.20639,27.558,172.523,700,10,0.14545135,0.15966457,0.1511638,0.15174103,0.6080208,0.23922062
-27.363611,31.783333,221.412,514.2,10,0.28492433,0.31347317,0.24798845,0.23613739,1.0825233,0.26320362
-26.970278,27.211111,136.139,645,93,0.18941955,0.1682629,0.1518886,0.15431976,0.66389084,0.28531688
-26.880278,26.965,270.663,836,123,0.18478088,0.16959804,0.15213273,0.15312195,0.65963364,0.2801261
-26.98472222,26.63227778,320.285,1258,160,0.15557556,0.16918606,0.15265153,0.15155792,0.6289711,0.2473489
-28.768056,20.720556,140.985,467,10,0.084912114,0.13754696,0.15394853,0.109046936,0.48545456,0.17491223
-34.092222,21.295278,30.379,359.92,10,0.23369293,0.21715969,0.1549251,0.15370178,0.7594795,0.30770102
-33.13083,18.86278,29.901,325.73,39,0.25396425,0.25568813,0.27920032,0.2862625,1.0751152,0.23622029
-33.7075,18.97444444,15.199,87.39,45,0.29113466,0.30854458,0.288409,0.3883896,1.2764778,0.22807638
-32.94583,18.33667,51.07,940.58,29,0.12239533,0.09970516,0.13099168,0.089775085,0.44286728,0.2763696
-26.905,32.324722,150.504,499.12,18,0.24401401,0.2210264,0.15048325,0.13002777,0.74555147,0.32729286
-27.602222,29.942778,64.628,159.74,28,0.35485384,0.34873483,0.21837723,0.1716156,1.0935814,0.3244875
-33.31388889,19.07472222,21.779,202.9,22,0.1597855,0.17605112,0.22889817,0.28744507,0.8521799,0.18750185
-24.183889,30.823889,177.785,488.22,12,0.26926726,0.26693267,0.24269672,0.153862,0.9327586,0.28867808
-25.73411,27.21422,13.66,30.03,10,0.2173645,0.181987,0.16600604,0.15602112,0.7213787,0.30131775
-27.671111,27.236944,181.313,464,20,0.26170653,0.28883666,0.29012105,0.27378845,1.1144527,0.23482944
-30.568333,29.422778,95.374,222.5,52,0.35125273,0.35073394,0.34869954,0.29057312,1.3412594,0.2618826
-30.570833,29.150556,110.549,209.47,10,0.34109038,0.34372252,0.34096333,0.24111938,1.2668957,0.26923302
-31.104278,29.399722,123.685,258.92,10,0.2826416,0.28021544,0.29848287,0.18735504,1.048695,0.2695172
-34.031944,22.053333,21.551,430,20,0.17547913,0.15516968,0.17057605,0.16430664,0.6655315,0.26366726
-34.005833,22.351111,34.716,1403.76,10,0.21475525,0.19575043,0.2208385,0.18276978,0.814114,0.26378983
-25.45963889,28.26430556,231.82,688.99,10,0.25815123,0.2582733,0.2107677,0.17311859,0.9003108,0.28673536
-28.068333,31.55,68.579,210.6,11,0.42587584,0.4359848,0.41133687,0.27158356,1.5447811,0.27568668
-29.161667,23.696389,125.851,251.08,10,0.07872009,0.14640808,0.16257891,0.16052246,0.5482296,0.14358938
-27.01011111,26.69808333,116.403,712.22,10,0.1722107,0.16563416,0.15359911,0.15176392,0.6432079,0.2677368
-25.81048333,27.90955222,125.968,609.02,191,0.1806488,0.16784668,0.17134508,0.15687561,0.6767162,0.26694873
-24.058889,31.237222,192.587,509.28,27,0.20462036,0.2500763,0.32208666,0.17996979,0.95675313,0.21386932
-30.733889,29.828333,50.662,138,10,0.36317444,0.37088013,0.3575786,0.33809662,1.4297298,0.25401595
-30.398056,30.601944,69.28,339,10,0.3183136,0.31666565,0.27445635,0.21287537,1.122311,0.2836231
-27.00222,28.76528,186.537,472,29,0.319458,0.3229065,0.298344,0.2795334,1.2202419,0.2617987
-27.02314,28.59389,164.585,490,96,0.26815796,0.28134155,0.26556048,0.24681854,1.0618786,0.25253144
-27.273889,28.49,30.502,87.88,22,0.34272766,0.34425354,0.29535326,0.28687286,1.2692074,0.27003264
-27.3,28.586944,166.564,386.16,10,0.34747314,0.35005188,0.29901537,0.28784943,1.2843899,0.27053538
-27.802778,28.768333,140.207,339.37,10,0.36361694,0.34724426,0.3123668,0.2958145,1.3190426,0.27566713
-26.98472222,26.63227778,305.292,1313.18,160,0.1722107,0.16563416,0.15359911,0.15176392,0.6432079,0.2677368
-27.398611,26.614722,174.294,784.9,184,0.151474,0.16139221,0.15292773,0.15110016,0.6168941,0.24554254
-27.671111,27.236944,179.276,428.95,10,0.25437927,0.2856903,0.28296313,0.27376556,1.0967983,0.23192874
-29.160278,26.573333,129.312,312,18,0.15907288,0.1663971,0.14091906,0.14196014,0.6083492,0.2614824
-29.615556,27.065278,219.038,734.04,10,0.16873169,0.16673279,0.14738879,0.16474152,0.6475948,0.26055092
-28.883333,27.89,87.994,205.6,13,0.2653656,0.26771545,0.1980556,0.22224426,0.95338094,0.27834132
-31.031389,28.883333,90.297,181.58,10,0.32035828,0.3251648,0.31268725,0.26361084,1.2218212,0.26219714
-30.86013889,29.07125,146.074,271.46,10,0.33337402,0.3379364,0.31348833,0.24071503,1.2255138,0.27202776
-30.77586667,29.03221667,178.685,309.99,10,0.3844757,0.39489746,0.3695415,0.3072052,1.4561199,0.26404107
-34.039722,22.133333,30.211,362,10,,,,,,
-34.02861,22.22222,23.544,274.8,10,0.22128296,0.18649292,0.19058642,0.16889954,0.76726186,0.28840566
-27.495556,26.074722,229.568,736.69,10,0.16052246,0.16070557,0.15378222,0.15133667,0.62634695,0.2562832
-29.744167,29.905833,53,115.3,5,0.37645262,0.3768723,0.38991505,0.35821533,1.5014553,0.250725
-26.648056,27.089444,270.876,673.12,10,0.1818039,0.1546738,0.15291552,0.1561203,0.64551353,0.28164184
-26.970278,27.211111,144.846,623.82,109,0.18482514,0.15621494,0.15259509,0.15502167,0.64865685,0.2849347
-26.880278,26.965,287.8,835.31,123,0.18098755,0.15419315,0.15199237,0.15357208,0.64074516,0.28246373
-27.3,28.586944,165.983,383.62,10,0.3331024,0.29377294,0.28739887,0.28743744,1.2017117,0.27718973
-30.160091,27.40124,144.3,302.4,16,0.19543763,0.1700928,0.17099719,0.22685242,0.76338005,0.2560158
-30.336111,27.359444,110.57,244.4,14,0.17723389,0.17431186,0.18041949,0.2483139,0.78027916,0.22714135
-29.615556,27.065278,225.609,777,19,0.19464417,0.16909336,0.14251666,0.16281891,0.6690731,0.2909157
-30.830556,26.921389,160.176,333.48,10,0.24907045,0.26802772,0.15562549,0.17441559,0.84713924,0.29401323
-30.679722,26.7125,124.003,271.5,13,0.23381166,0.25565284,0.15226093,0.1745758,0.8163012,0.2864278
-29.803611,30.516111,85.086,283.9,10,0.40698367,0.41374153,0.35927692,0.29647064,1.4764727,0.27564573
-26.73806,27.59194,136.893,628.83,114,0.1417923,0.15388595,0.15528521,0.16783142,0.6187949,0.22914226
-26.45,28.085833,139.395,646,95,0.13765717,0.15415297,0.15945086,0.17295074,0.6242118,0.22052923
-31.436944,20.474722,210.034,931.85,16,0.05206299,0.15554915,0.14220843,0.1146698,0.46449035,0.11208602
-29.1825,23.575556,116.297,219.88,10,0.1378479,0.15147506,0.15927538,0.15133667,0.59993505,0.22977099
-33.38056,19.30167,41.602,381,51,0.36133575,0.35960492,0.33126482,0.23873901,1.2909446,0.27990007
-32.502778,19.535833,13.139,108.33,10,0.08947754,0.19308577,0.1451076,0.08278656,0.5104575,0.17528856
-31.860278,18.6875,18.47,191.3,10,0.22681427,0.20330459,0.13107714,0.10618591,0.6673819,0.3398563
-25.127778,27.628889,197.383,620.18,166,0.1331253,0.14842635,0.15144,0.1523056,0.5852972,0.22744867
